Position,Track Name,Artist,Streams,URL,Date
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,207000,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-05-27
2,I'm the One,DJ Khaled,185103,https://open.spotify.com/track/72Q0FQQo32KJloivv5xge2,2017-05-27
3,Shape of You,Ed Sheeran,153751,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-05-27
4,That's What I Like,Bruno Mars,145642,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-05-27
5,Something Just Like This,The Chainsmokers,139432,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-05-27
6,Symphony (feat. Zara Larsson),Clean Bandit,124759,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,2017-05-27
7,Stay (with Alessia Cara),Zedd,119525,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,2017-05-27
8,Attention,Charlie Puth,119481,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,2017-05-27
9,Say You Won't Let Go,James Arthur,108464,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-05-27
10,Versace on the Floor,Bruno Mars,105025,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,2017-05-27
11,Good Life (with G-Eazy & Kehlani),G-Eazy,102595,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E,2017-05-27
12,Mama,Jonas Blue,97248,https://open.spotify.com/track/4xlrALxuaCf9yZBHJeTSG6,2017-05-27
13,There's Nothing Holdin' Me Back,Shawn Mendes,94786,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,2017-05-27
14,No Promises (feat. Demi Lovato),Cheat Codes,93326,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,2017-05-27
15,Strip That Down,Liam Payne,88687,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,2017-05-27
16,It Ain't Me (with Selena Gomez),Kygo,88289,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017-05-27
17,Touch,Little Mix,87704,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,2017-05-27
18,Bad Liar,Selena Gomez,86510,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,2017-05-27
19,The Cure,Lady Gaga,82895,https://open.spotify.com/track/51PIvodunv6NmX5250zxAh,2017-05-27
20,Most Girls,Hailee Steinfeld,80963,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ,2017-05-27
21,Dahil Sa'Yo,Inigo Pascual,80010,https://open.spotify.com/track/4ai7c2BUjNpElhZdZDH7qF,2017-05-27
22,HUMBLE.,Kendrick Lamar,76304,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2017-05-27
23,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,75421,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-05-27
24,Issues,Julia Michaels,69816,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,2017-05-27
25,Starving,Hailee Steinfeld,69399,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-05-27
26,The One,The Chainsmokers,68824,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5,2017-05-27
27,Scared to Be Lonely,Martin Garrix,68614,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,2017-05-27
28,Thunder,Imagine Dragons,67505,https://open.spotify.com/track/56lBX2WHqfGuoeZxZvUnVj,2017-05-27
29,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,67041,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,2017-05-27
30,Crying in the Club,Camila Cabello,66909,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev,2017-05-27
31,Paris,The Chainsmokers,63685,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,2017-05-27
32,Perfect Strangers,Jonas Blue,63378,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,2017-05-27
33,It's Gotta Be You,Isaiah Firebrace,62986,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,2017-05-27
34,Sila,SUD,62756,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE,2017-05-27
35,First Time,Kygo,62141,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr,2017-05-27
36,Malibu,Miley Cyrus,60677,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O,2017-05-27
37,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,60303,https://open.spotify.com/track/39IsH7B5byx8NRlEKlZVg9,2017-05-27
38,Call On Me - Ryan Riback Extended Remix,Starley,59822,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-05-27
39,Fresh Eyes,Andy Grammer,59786,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,2017-05-27
40,Malaya (Camp Sawi Original Motion Picture Soundtrack),Moira Dela Torre,58993,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq,2017-05-27
41,Slow Hands,Niall Horan,57836,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh,2017-05-27
42,Tadhana,Up Dharma Down,57508,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR,2017-05-27
43,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,54940,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-05-27
44,By Your Side,Jonas Blue,54847,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,2017-05-27
45,Now Or Never,Halsey,54648,https://open.spotify.com/track/1mDGDb2fUmUMdqV3tb8VKQ,2017-05-27
46,Why Can't It Be,Kaye Cal,52929,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga,2017-05-27
47,Perfect,Ed Sheeran,52611,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2017-05-27
48,Hanggang Kailan,Michael Pangilinan,51241,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic,2017-05-27
49,Closer,The Chainsmokers,50961,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-05-27
50,Pasensya Ka Na,Silent Sanctuary,50798,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7,2017-05-27
51,Quit (feat. Ariana Grande),Cashmere Cat,50467,https://open.spotify.com/track/4Q5yMlwAfAoitqg4r9oZHN,2017-05-27
52,Cold,Maroon 5,50047,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,2017-05-27
53,Location,Khalid,49373,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2017-05-27
54,Hiling,Mark Carpio,45175,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL,2017-05-27
55,Don't Wanna Know,Maroon 5,43250,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-05-27
56,There for You,Martin Garrix,43066,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,2017-05-27
57,All Night,The Vamps,42051,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,2017-05-27
58,Your Love - Dolce Amore Teleserye Theme,Juris,41949,https://open.spotify.com/track/2PcbtMoqOlGSzOfyJlkB06,2017-05-27
59,Slide (feat. Frank Ocean & Migos),Calvin Harris,41410,https://open.spotify.com/track/6gpcs5eMhJwax4mIfKDYQk,2017-05-27
60,Bad Things (with Camila Cabello),Machine Gun Kelly,40963,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017-05-27
61,The Other,Lauv,40715,https://open.spotify.com/track/3ZD3kjn80pQ9keYO8eqp9d,2017-05-27
62,Migraine,Moonstar88,40187,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA,2017-05-27
63,Mask Off,Future,39852,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,2017-05-27
64,Sign of the Times,Harry Styles,38877,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN,2017-05-27
65,Photograph,Ed Sheeran,38213,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2017-05-27
66,Whippin (feat. Felix Snow),Kiiara,38104,https://open.spotify.com/track/3QWjljChcOMkRDYSzF33Qr,2017-05-27
67,"Sit Still, Look Pretty",Daya,37542,https://open.spotify.com/track/2DpCdPMg1BADE4HDnxt3Rd,2017-05-27
68,Galway Girl,Ed Sheeran,37412,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,2017-05-27
69,The Scientist,Coldplay,36687,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-05-27
70,The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,Bebe Rexha,36403,https://open.spotify.com/track/6Pw3Gvw4wNMZfTYZa6IQal,2017-05-27
71,1-800-273-8255,Logic,36082,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,2017-05-27
72,You,Jona,35408,https://open.spotify.com/track/4OjORl39ULsmkJHOPbOOPJ,2017-05-27
73,Passionfruit,Drake,34925,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,2017-05-27
74,Sa'yo,Silent Sanctuary,34863,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw,2017-05-27
75,"Maybe This Time - From ""Maybe This Time""",Sarah Geronimo,34017,https://open.spotify.com/track/0Dljpp52vCmtXi0E94qjfo,2017-05-27
76,I Like Me Better,Lauv,33898,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,2017-05-27
77,Tell Me Where It Hurts,MYMP,33654,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA,2017-05-27
78,24K Magic,Bruno Mars,32448,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-05-27
79,Reminding Me,Shawn Hook,32371,https://open.spotify.com/track/7DQXiMeLqiQsy1uqHSk0xc,2017-05-27
80,美女と野獣,Ariana Grande,31722,https://open.spotify.com/track/1KT0xdIjm7t053xByACrrg,2017-05-27
81,Congratulations,Post Malone,31661,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2017-05-27
82,All We Know,The Chainsmokers,31407,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-05-27
83,Dive,Ed Sheeran,31280,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,2017-05-27
84,Stay - On the Wings of Love Teleserye Theme,Daryl Ong,31028,https://open.spotify.com/track/5QVuf1MpdzFtFoJGwcKosa,2017-05-27
85,"How Far I'll Go - From ""Moana""",Alessia Cara,30847,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2017-05-27
86,iSpy (feat. Lil Yachty),KYLE,30776,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,2017-05-27
87,With a Smile (feat. Kelly Badon),South Border,30241,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi,2017-05-27
88,Rainbow,South Border,30073,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK,2017-05-27
89,Weak,AJR,29931,https://open.spotify.com/track/6OuV4vfyb8v3vGGGksqyKf,2017-05-27
90,Let Me Be the One,Julie Anne San Jose,29733,https://open.spotify.com/track/39V6cEoNFwDFRJEOKyj4OR,2017-05-27
91,Rollin (feat. Future & Khalid),Calvin Harris,29582,https://open.spotify.com/track/3FDrI0FLKzrYQiWxPhqV2W,2017-05-27
92,Para Sa Akin,Sitti,29521,https://open.spotify.com/track/0MqkYdGBzHx7lnaFvo7doR,2017-05-27
93,Lot to Learn,Luke Christopher,29344,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,2017-05-27
94,Let Me Love You,DJ Snake,29242,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-05-27
95,Before I Let You Go,Freestyle,29076,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw,2017-05-27
