date,position,track_id,track_name,artist,streams
2017-10-01,1,0mel2N9Ws9r4yLQn5QE21Y,Too Good At Goodbyes - Edit,Sam Smith,267025
2017-10-01,2,0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,207274
2017-10-01,3,5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,Khalid,194868
2017-10-01,4,4mxWSdf71VFO52qFeY0fZt,What Lovers Do (feat. SZA),Maroon 5,162117
2017-10-01,5,2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,155819
2017-10-01,6,6M21eWbEw74XDdoQsNIinq,Malaya (Camp Sawi Original Motion Picture Soundtrack),Moira Dela Torre,153750
2017-10-01,7,6uFsE1JgZ20EXyU0JQZbUR,Look What You Made Me Do,Taylor Swift,141638
2017-10-01,8,74ODGXs4byLTRdnKGM4s6E,Super Far,LANY,136999
2017-10-01,9,4aUf4lzQ1di5JajZ4a9FuI,"Torete - From ""Love You to the Stars And Back""",Moira Dela Torre,134508
2017-10-01,10,1wjzFQodRWrPcQ0AnYnvQ9,I Like Me Better,Lauv,133557
2017-10-01,11,3m660poUr1chesgkkjQM7P,Sorry Not Sorry,Demi Lovato,122476
2017-10-01,12,0ofbQMrRDsUaVKq2mGLEAb,Havana,Camila Cabello,121165
2017-10-01,13,7F9vK8hNFMml4GtHsaXui6,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,115303
2017-10-01,14,0NiXXAI876aGImAd6rTj8w,Mama,Jonas Blue,113121
2017-10-01,15,6EpRaXYhGOB3fj4V2uDkMJ,Strip That Down,Liam Payne,112043
2017-10-01,16,1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,ZAYN,107669
2017-10-01,17,46ixegtxjERQMCutmp09Sa,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")",KZ Tandingan,100377
2017-10-01,18,5CtI0qwDJkDQGwXD1H1cLb,Despacito - Remix,Luis Fonsi,98211
2017-10-01,19,4ai7c2BUjNpElhZdZDH7qF,Dahil Sa'Yo,Inigo Pascual,95460
2017-10-01,20,0tKcYR2II1VCQWT79i5NrW,Thunder,Imagine Dragons,89987
2017-10-01,21,3DXncPQOG4VBw3QHh3S817,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,89607
2017-10-01,22,1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,85827
2017-10-01,23,5AEtlRudpgdT5FtNiuly6Y,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,85476
2017-10-01,24,3hRZsdTF5uyGA2uhNqEuhm,Too Much To Ask,Niall Horan,81818
2017-10-01,25,7vGuf3Y35N4wmASOKLUVVU,Silence,Marshmello,81091
2017-10-01,26,6jA8HL9i4QGzsj6fjoxp8Y,There for You,Martin Garrix,80433
2017-10-01,27,4iLqG9SeJSnt0cSPICSjxv,Attention,Charlie Puth,79164
2017-10-01,28,0Wv5wuenRLI3BcwgT3HPIP,A Different Way (with Lauv),DJ Snake,74390
2017-10-01,29,5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,74334
2017-10-01,30,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,73952
2017-10-01,31,2OALaHcDdKkjYEpAr0Qzab,Lonely Together (feat. Rita Ora),Avicii,72009
2017-10-01,32,167NczpNbRF7oWakJaY3Hh,Slow Hands,Niall Horan,71556
2017-10-01,33,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,70165
2017-10-01,34,1OmcAT5Y8eg5bUPv9qJT4R,rockstar,Post Malone,69768
2017-10-01,35,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,66862
2017-10-01,36,1louJpMmzEicAn7lzDalPW,No Promises (feat. Demi Lovato),Cheat Codes,66414
2017-10-01,37,3A7qX2QjDlPnazUsRk5y0M,2U (feat. Justin Bieber),David Guetta,66081
2017-10-01,38,6Pw3Gvw4wNMZfTYZa6IQal,The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,Bebe Rexha,65951
2017-10-01,39,7nZmah2llfvLDiUjm0kiyz,Friends (with BloodPop®),Justin Bieber,64491
2017-10-01,40,6xQs6y6CpDqK9VKCktApEL,Hiling,Mark Carpio,64212
2017-10-01,41,1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),Clean Bandit,63866
2017-10-01,42,0zFYa7NIpKhmom8zrZx7Ga,Why Can't It Be,Kaye Cal,63667
2017-10-01,43,79cuOz3SPQTuFrp8WgftAu,There's Nothing Holdin' Me Back,Shawn Mendes,62519
2017-10-01,44,6NFKf8vBApSvtzkapYmnVR,Tadhana,Up Dharma Down,62161
2017-10-01,45,5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Logic,59910
2017-10-01,46,5SE57ljOIUJ1ybL9U6CuBH,DNA,BTS,59674
2017-10-01,47,4c2W3VKsOFoIg2SFaO6DY5,Your Song,Rita Ora,57898
2017-10-01,48,6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,57112
2017-10-01,49,0YyM8aEdbjGfLWPn6fdcn7,Pasensya Ka Na,Silent Sanctuary,55495
2017-10-01,50,4nMlau89VAjmV7agkl7OY3,Fresh Eyes,Andy Grammer,50800
2017-10-01,51,2mfUa8bLs2s5N4VaqJZ4lZ,Most Girls,Hailee Steinfeld,48925
2017-10-01,52,6WbADFqMvR8N5u0BvtsWQE,Without You (feat. Sandro Cavazza),Avicii,48365
2017-10-01,53,2ZiNCGDMapQzMtnPRVOKZI,Di Makatulog,SUD,47434
2017-10-01,54,0Zbbxnx4SGGHoIow4PpISP,Stargazing,Kygo,46614
2017-10-01,55,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,45465
2017-10-01,56,51ChrwmUPDJvedPQnIU8Ls,Dive,Ed Sheeran,44850
2017-10-01,57,51PIvodunv6NmX5250zxAh,The Cure,Lady Gaga,44491
2017-10-01,58,2Za1AlJNvksouPPWbXpR2X,Good Old Days (feat. Kesha),Macklemore,42446
2017-10-01,59,6cAKeFFYW2aClZSUyvqAEW,It's Gotta Be You,Isaiah Firebrace,42189
2017-10-01,60,2IMODbij0lZ5CuAjZi0IDE,Sila,SUD,41342
2017-10-01,61,75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,41300
2017-10-01,62,152lZdxL1OR0ZMW6KquMif,Location,Khalid,41173
2017-10-01,63,7sW3f7PqDV7BQ7qqeVBJIA,Migraine,Moonstar88,41103
2017-10-01,64,7rdUtXasA973gmrr2Xxh3E,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,40986
2017-10-01,65,0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,Bruno Mars,40836
2017-10-01,66,6VCrPY3rpckaEU8KXBITVJ,"Balisong (Theme Song of the Movie ""100 Tula Para Kay Stella"")",The Juans,40780
2017-10-01,67,2771LMNxwf62FTAdpJMQfM,Bodak Yellow,Cardi B,40765
2017-10-01,68,6fxVffaTuwjgEk5h9QyRjy,Photograph,Ed Sheeran,40520
2017-10-01,69,0dPBlz8N0veeceejtuvpPz,ILYSB,LANY,39554
2017-10-01,70,7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,38596
2017-10-01,71,1Eck97uRMlprKOOJN9oO1E,Good Life (with G-Eazy & Kehlani),G-Eazy,38450
2017-10-01,72,3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malone,38371
2017-10-01,73,19WjVVgXjdKXfLXoaDPwTM,...Ready For It?,Taylor Swift,37754
2017-10-01,74,29xs643Q96uQLD8f7SxYYw,Sa'yo,Silent Sanctuary,37549
2017-10-01,75,01YEqVPCm0vqRLA9w43bic,Hanggang Kailan,Michael Pangilinan,37471
2017-10-01,76,0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),Macklemore,37169
2017-10-01,77,7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,XXXTENTACION,36102
2017-10-01,78,7fwXWKdDNI5IutOMc5OKYw,Mi Gente (feat. Beyoncé),J Balvin,35832
2017-10-01,79,2PcbtMoqOlGSzOfyJlkB06,Your Love - Dolce Amore Teleserye Theme,Juris,34961
2017-10-01,80,7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,Lil Uzi Vert,34641
2017-10-01,81,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,34537
2017-10-01,82,7j4IOedQQtMpSHEvyXZsHI,ILYSB - STRIPPED,LANY,34527
2017-10-01,83,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,34413
2017-10-01,84,6C2nrsOlb3jOUGcJAmPrTA,Tell Me Where It Hurts,MYMP,33104
2017-10-01,85,0AZjL7QqObm13VxPA078uz,"Tag-ulan (Original Soundtrack of ""Luck At First Sight"")",Thyro,32717
2017-10-01,86,4JSDhJVmo2UqdF7nxbyenn,Kung Wala Ka,Hale,32452
2017-10-01,87,7aF09WaavZAmAWuUeYxlYD,Rich Love (with Seeb),OneRepublic,31903
2017-10-01,88,1OAh8uOEOvTDqkKFsKksCi,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,31642
2017-10-01,89,75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,Post Malone,31641
2017-10-01,90,0fioLzGM8ngbD1w6fMmm45,I'm Not The Only One,Sam Smith,31524
2017-10-01,91,2RttW7RAu5nOAfq6YFvApB,Happier,Ed Sheeran,31066
2017-10-01,92,3gfmFoJgmn9LiIj5mV8oSS,I Just Can't,R3HAB,31025
2017-10-01,93,5QVuf1MpdzFtFoJGwcKosa,Stay - On the Wings of Love Teleserye Theme,Daryl Ong,30725
2017-10-01,94,1VvFtp71ibaXiHxurBlXuw,Before I Let You Go,Freestyle,30248
2017-10-01,95,6875MeXyCW0wLyT72Eetmo,Starving,Hailee Steinfeld,30239
2017-10-01,96,7q8jJ1XZEliBakZSUMFde5,Stay With You,Cheat Codes,30153
2017-10-01,97,4gqMQftUs22F8pOGVn5Acr,Reminding Me,Shawn Hook,30145
2017-10-01,98,39V6cEoNFwDFRJEOKyj4OR,Let Me Be the One,Julie Anne San Jose,29896
2017-10-01,99,3VcVQmMivq2ISfKUmIuvMK,Rainbow,South Border,29847
2017-10-01,100,0Dljpp52vCmtXi0E94qjfo,"Maybe This Time - From ""Maybe This Time""",Sarah Geronimo,29698
2017-10-01,101,5bZtRlMBU76vHuDOb1GM5u,Perfect Strangers,Jonas Blue,29675
2017-10-01,102,2jYmK1cb3Uya6FFsocdpzO,Why,Sabrina Carpenter,29619
2017-10-01,103,1MkiRsYBkXbXvdiYvTTiQT,Someday,Nina,29610
2017-10-01,104,6CHpr3pY2MbJ5y1076UDnI,The Day You Said Goodnight - Acoustic Version,Hale,29247
2017-10-01,105,5nq1uTNIR1cBR72T87viS0,Go Go,BTS,29159
2017-10-01,106,3B54sVLJ402zGa6Xm4YGNe,Unforgettable,French Montana,29066
2017-10-01,107,1JhRlvSiWkOk8tlUj43ahm,Malayo Na Tayo,Silent Sanctuary,29028
2017-10-01,108,0afhq8XCExXpqazXczTSve,Galway Girl,Ed Sheeran,28638
2017-10-01,109,6XmskR1cMfgys1W7dExmgi,With a Smile (feat. Kelly Badon),South Border,28003
2017-10-01,110,4SRqDmPxYX0pUb5B5ut2Ri,So Sick,Ne-Yo,27974
2017-10-01,111,0dA2Mk56wEzDgegdC6R17g,Stay (with Alessia Cara),Zedd,27892
2017-10-01,112,2qqte0XT0eFFVLuNP7Qena,Paano Ba Ang Magmahal,Piolo Pascual,26665
2017-10-01,113,31MkGwj0SWgZaTvEt5Hgxv,What About Us,P!nk,26578
2017-10-01,114,1A40ESJJPEEJrqjC9BUO2B,So Slow,Freestyle,26135
2017-10-01,115,1Sl3njkhhz8nrSPZroDQ82,Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,26014
2017-10-01,116,2PkQeKapTNUjwpKLf8aJlq,Out of My League,Stephen Speaks,25920
2017-10-01,117,7L605WhF5EGf34ggj87yK6,You And Me,Lifehouse,25785
2017-10-01,118,3nQtkvFMNkRwxjKVAlGPcG,Torete,Moonstar88,25673
2017-10-01,119,39afswHs17v53znQm1gDTY,Take A Bow,Rihanna,25544
2017-10-01,120,1C3wg8sCIPqpNQx0wAL4DC,The Way You Look at Me,Christian Bautista,25399
2017-10-01,121,3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,25381
2017-10-01,122,2tdq0CeAGSfhI2l4Gwkvgx,Best Of Me,BTS,25001
2017-10-01,123,5ygDXis42ncn6kYG14lEVG,Baby Shark,Pinkfong,24747
2017-10-01,124,4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,Maroon 5,24611
2017-10-01,125,5rwq6R0Uq0BngM3rdmCeNg,Collide - Acoustic Version,Howie Day,24594
2017-10-01,126,1HwpWwa6bnqqRhK8agG4RS,Beautiful Soul,Jesse McCartney,24471
2017-10-01,127,6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,24359
2017-10-01,128,5zMR44ZH4KVZj4FlhTj3SE,Magbalik,Callalily,24316
2017-10-01,129,135ggzbjOogZ75IQ0LQi8r,Ang Huling El Bimbo,Eraserheads,24241
2017-10-01,130,67EY6aDoIx8czEPS6a2AaI,The Man Who Can't Be Moved,The Script,23964
2017-10-01,131,6Ll3qUTssdGWMxbwhMud2N,Find You,Nick Jonas,23899
2017-10-01,132,2S80c51YXgJQhkhX603fMA,Prinsesa,6cyclemind,23826
2017-10-01,133,4r7vGTk9HCW7YDorNWoclF,Meron Nang Iba,Silent Sanctuary,23648
2017-10-01,134,2rb5MvYT7ZIxbKW5hfcHx8,Mi Gente,J Balvin,23499
2017-10-01,135,2SYa5Lx1uoCvyDIW4oee9b,MIC Drop,BTS,23355
2017-10-01,136,0MqkYdGBzHx7lnaFvo7doR,Para Sa Akin,Sitti,23328
2017-10-01,137,1839RWzPRZCVgvamu4sHSN,All My Love (feat. Conor Maynard),Cash Cash,23251
2017-10-01,138,3gyEt1vswIEbpQqBs18Lha,Harana,Parokya Ni Edgar,23213
2017-10-01,139,4VuS959DSpr82t3qBqCrWG,Supermarket Flowers,Ed Sheeran,23025
2017-10-01,140,1a1i2IwXnUN0PjllVEhA4B,Breakeven,The Script,22911
2017-10-01,141,5XQMr19TL7Mfksq9zihbOu,Questions,Chris Brown,22861
2017-10-01,142,2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,22834
2017-10-01,143,14pj36HKHd6c72njvGVPWU,Pusong Ligaw,Jericho Rosales,22738
2017-10-01,144,2QWP8NYYplOqEFBYGCcq0S,Rain,The Script,22466
2017-10-01,145,7iV733e1KacKrFRaBNxVEf,Intro: Serendipity,BTS,22140
2017-10-01,146,3OpGUlDmRUXh0NkIYWoIlD,Your Song,Parokya Ni Edgar,22008
2017-10-01,147,4fxHK6mhA9vli9NjpBSbGi,Isang Araw,Kaye Cal,22007
2017-10-01,148,6lanRgr6wXibZr8KgzXxBl,A Thousand Years,Christina Perri,21873
2017-10-01,149,0mqJsNkF3MRtBkRhzVskVX,We Can't Be,Krissy,21830
2017-10-01,150,3PEgB3fkiojxms35ntsTgs,More Than You Know,Axwell /\ Ingrosso,21826
2017-10-01,151,442j8VxaB60dWf9cBFuX5w,Almost Is Never Enough,Ariana Grande,21712
2017-10-01,152,5Ua3GXyHwiSfpNTMjq6m2z,Touch,Little Mix,21680
2017-10-01,153,4LSkEJ5P5MV0y3PZqw7guJ,Sober,Cheat Codes,21490
2017-10-01,154,4ioNqWWd8Ivz4bLfrn3bBN,Heartline,Craig David,21412
2017-10-01,155,3zgs1f6Tj0mn29qTXJuhSY,13,LANY,21375
2017-10-01,156,3ryjLm3oupIjJFGc39naNi,dimple,BTS,21325
2017-10-01,157,5qmXgeIDa1lXB07pgAVlNM,Stickwitu,The Pussycat Dolls,21047
2017-10-01,158,3zoYkqS4y2BsGVShPL2nTE,Reggaetón Lento (Remix),CNCO,20871
2017-10-01,159,5y69gQtK33qxb8a24ACkCy,A Thousand Miles,Vanessa Carlton,20827
2017-10-01,160,3b5Li4QKDVBx1x7fQuu54a,Tired,Alan Walker,20804
2017-10-01,161,7vFv0yFGMJW3qVXbAd9BK9,Your Body Is a Wonderland,John Mayer,20710
