date,position,track_id,track_name,artist,streams
2017-09-01,1,6uFsE1JgZ20EXyU0JQZbUR,Look What You Made Me Do,Taylor Swift,245490
2017-09-01,2,5CtI0qwDJkDQGwXD1H1cLb,Despacito - Remix,Luis Fonsi,157321
2017-09-01,3,5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,Khalid,151692
2017-09-01,4,74ODGXs4byLTRdnKGM4s6E,Super Far,LANY,147550
2017-09-01,5,1wjzFQodRWrPcQ0AnYnvQ9,I Like Me Better,Lauv,146151
2017-09-01,6,6EpRaXYhGOB3fj4V2uDkMJ,Strip That Down,Liam Payne,135891
2017-09-01,7,0NiXXAI876aGImAd6rTj8w,Mama,Jonas Blue,132410
2017-09-01,8,7F9vK8hNFMml4GtHsaXui6,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,132003
2017-09-01,9,3DXncPQOG4VBw3QHh3S817,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,127204
2017-09-01,10,25C5CowdsfXld2jJanbiex,Sorry Not Sorry,Demi Lovato,121039
2017-09-01,11,46ixegtxjERQMCutmp09Sa,"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")",KZ Tandingan,120691
2017-09-01,12,0ofbQMrRDsUaVKq2mGLEAb,Havana,Camila Cabello,114088
2017-09-01,13,2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,113611
2017-09-01,14,7nZmah2llfvLDiUjm0kiyz,Friends (with BloodPop®),Justin Bieber,112749
2017-09-01,15,4iLqG9SeJSnt0cSPICSjxv,Attention,Charlie Puth,108748
2017-09-01,16,5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,102639
2017-09-01,17,4ai7c2BUjNpElhZdZDH7qF,Dahil Sa'Yo,Inigo Pascual,101439
2017-09-01,18,1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,100124
2017-09-01,19,167NczpNbRF7oWakJaY3Hh,Slow Hands,Niall Horan,99673
2017-09-01,20,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,99092
2017-09-01,21,6jA8HL9i4QGzsj6fjoxp8Y,There for You,Martin Garrix,98489
2017-09-01,22,3A7qX2QjDlPnazUsRk5y0M,2U (feat. Justin Bieber),David Guetta,96961
2017-09-01,23,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,96921
2017-09-01,24,0tKcYR2II1VCQWT79i5NrW,Thunder,Imagine Dragons,94091
2017-09-01,25,7vGuf3Y35N4wmASOKLUVVU,Silence,Marshmello,83284
2017-09-01,26,4c2W3VKsOFoIg2SFaO6DY5,Your Song,Rita Ora,82384
