date,position,track_id,track_name,artist,streams
2017-07-01,1,5CtI0qwDJkDQGwXD1H1cLb,Despacito - Remix,Luis Fonsi,292156
2017-07-01,2,3DXncPQOG4VBw3QHh3S817,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,198443
2017-07-01,3,6EpRaXYhGOB3fj4V2uDkMJ,Strip That Down,Liam Payne,141355
2017-07-01,4,4xlrALxuaCf9yZBHJeTSG6,Mama,Jonas Blue,140832
2017-07-01,5,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,130875
2017-07-01,6,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,124963
2017-07-01,7,4iLqG9SeJSnt0cSPICSjxv,Attention,Charlie Puth,124553
2017-07-01,8,6jA8HL9i4QGzsj6fjoxp8Y,There for You,Martin Garrix,120821
2017-07-01,9,3A7qX2QjDlPnazUsRk5y0M,2U (feat. Justin Bieber),David Guetta,120749
2017-07-01,10,0tKcYR2II1VCQWT79i5NrW,Thunder,Imagine Dragons,113976
2017-07-01,11,1x5sYLZiu9r5E43kMlt9f8,Symphony (feat. Zara Larsson),Clean Bandit,112036
2017-07-01,12,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,111166
2017-07-01,13,0dA2Mk56wEzDgegdC6R17g,Stay (with Alessia Cara),Zedd,108586
2017-07-01,14,1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,107175
2017-07-01,15,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,101283
2017-07-01,16,6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,99545
2017-07-01,17,5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,98543
2017-07-01,18,4ai7c2BUjNpElhZdZDH7qF,Dahil Sa'Yo,Inigo Pascual,98361
2017-07-01,19,79cuOz3SPQTuFrp8WgftAu,There's Nothing Holdin' Me Back,Shawn Mendes,98314
2017-07-01,20,1louJpMmzEicAn7lzDalPW,No Promises (feat. Demi Lovato),Cheat Codes,91644
2017-07-01,21,0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,Bruno Mars,88645
2017-07-01,22,1wjzFQodRWrPcQ0AnYnvQ9,I Like Me Better,Lauv,86635
2017-07-01,23,2mfUa8bLs2s5N4VaqJZ4lZ,Most Girls,Hailee Steinfeld,86117
2017-07-01,24,1sCxVKWImDZSZKvG0U9B23,Bad Liar,Selena Gomez,85351
2017-07-01,25,1Eck97uRMlprKOOJN9oO1E,Good Life (with G-Eazy & Kehlani),G-Eazy,80969
2017-07-01,26,1OAh8uOEOvTDqkKFsKksCi,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,80543
2017-07-01,27,7LEydI5NfjY6mZfKwYIptZ,Down,Fifth Harmony,77357
2017-07-01,28,4c2W3VKsOFoIg2SFaO6DY5,Your Song,Rita Ora,76957
2017-07-01,29,1SJtlNRJDeYHioymcvsqev,Crying in the Club,Camila Cabello,74855
2017-07-01,30,5Ua3GXyHwiSfpNTMjq6m2z,Touch,Little Mix,73462
2017-07-01,31,51PIvodunv6NmX5250zxAh,The Cure,Lady Gaga,72782
2017-07-01,32,167NczpNbRF7oWakJaY3Hh,Slow Hands,Niall Horan,71226
2017-07-01,33,1qOLh0tI7trd1zdDKxYZTe,Starving,Hailee Steinfeld,68485
2017-07-01,34,2IMODbij0lZ5CuAjZi0IDE,Sila,SUD,65915
2017-07-01,35,6cAKeFFYW2aClZSUyvqAEW,It's Gotta Be You,Isaiah Firebrace,65399
2017-07-01,36,4nMlau89VAjmV7agkl7OY3,Fresh Eyes,Andy Grammer,63689
2017-07-01,37,6Pw3Gvw4wNMZfTYZa6IQal,The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,Bebe Rexha,63068
2017-07-01,38,0afhq8XCExXpqazXczTSve,Galway Girl,Ed Sheeran,62476
2017-07-01,39,1CUVN2kn7mW5FjkqXTR2W1,Perfect Strangers,Jonas Blue,62433
2017-07-01,40,6NFKf8vBApSvtzkapYmnVR,Tadhana,Up Dharma Down,59973
2017-07-01,41,4gqMQftUs22F8pOGVn5Acr,Reminding Me,Shawn Hook,59592
2017-07-01,42,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,59081
2017-07-01,43,3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,Martin Garrix,58488
2017-07-01,44,7tr2za8SQg2CI8EDgrdtNl,Slide (feat. Frank Ocean & Migos),Calvin Harris,57337
2017-07-01,45,3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),Kygo,57109
2017-07-01,46,0zFYa7NIpKhmom8zrZx7Ga,Why Can't It Be,Kaye Cal,56888
2017-07-01,47,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,54498
2017-07-01,48,0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,53823
2017-07-01,49,152lZdxL1OR0ZMW6KquMif,Location,Khalid,51803
2017-07-01,50,01YEqVPCm0vqRLA9w43bic,Hanggang Kailan,Michael Pangilinan,51468
2017-07-01,51,0YyM8aEdbjGfLWPn6fdcn7,Pasensya Ka Na,Silent Sanctuary,51280
2017-07-01,52,3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malone,49116
2017-07-01,53,3Ytr1SUCUi6J3L9dRFx5iH,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,49034
2017-07-01,54,2Gl0FzuLxflY6nPifJp5Dr,First Time,Kygo,48124
2017-07-01,55,6xQs6y6CpDqK9VKCktApEL,Hiling,Mark Carpio,48078
2017-07-01,56,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,46790
2017-07-01,57,4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee),Luis Fonsi,45361
2017-07-01,58,2eMwDehkIC1j68U6FA3Eiq,XO TOUR Llif3,Lil Uzi Vert,44084
2017-07-01,59,0dPBlz8N0veeceejtuvpPz,ILYSB,LANY,43813
2017-07-01,60,2PcbtMoqOlGSzOfyJlkB06,Your Love - Dolce Amore Teleserye Theme,Juris,42456
2017-07-01,61,6M21eWbEw74XDdoQsNIinq,Malaya (Camp Sawi Original Motion Picture Soundtrack),Moira Dela Torre,41786
2017-07-01,62,75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,41436
2017-07-01,63,7sW3f7PqDV7BQ7qqeVBJIA,Migraine,Moonstar88,41423
2017-07-01,64,78rIJddV4X0HkNAInEcYde,Call On Me - Ryan Riback Extended Remix,Starley,41069
2017-07-01,65,2DpCdPMg1BADE4HDnxt3Rd,"Sit Still, Look Pretty",Daya,40866
2017-07-01,66,0wfbD5rAksdXUzRvMfM3x5,The One,The Chainsmokers,40717
2017-07-01,67,6fxVffaTuwjgEk5h9QyRjy,Photograph,Ed Sheeran,39657
2017-07-01,68,6Na5uKk5SsqZimk0hAWo8y,Signs,Drake,38011
2017-07-01,69,29xs643Q96uQLD8f7SxYYw,Sa'yo,Silent Sanctuary,37203
2017-07-01,70,0Nhu3zSYbEz32IYiobV75e,Now Or Never,Halsey,37062
2017-07-01,71,3kxfsdsCpFgN412fpnW85Y,Redbone,Childish Gambino,37035
2017-07-01,72,0lMbuWUpfTWhEmOKxppEau,Rollin (feat. Future & Khalid),Calvin Harris,37021
2017-07-01,73,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,36958
2017-07-01,74,4OjORl39ULsmkJHOPbOOPJ,You,Jona,35506
2017-07-01,75,2meEAmZCXr2dud0RRYyfZt,Kaibigan Mo,Sarah Geronimo,34901
2017-07-01,76,3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,33934
2017-07-01,77,1F2HXIJrE2Xn81OzT2zZvW,Unforgettable,French Montana,33704
2017-07-01,78,0Dljpp52vCmtXi0E94qjfo,"Maybe This Time - From ""Maybe This Time""",Sarah Geronimo,33693
2017-07-01,79,72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers,33244
2017-07-01,80,6C2nrsOlb3jOUGcJAmPrTA,Tell Me Where It Hurts,MYMP,33218
2017-07-01,81,0CcQNd8CINkwQfe1RDtGV6,Believer,Imagine Dragons,32996
2017-07-01,82,51ChrwmUPDJvedPQnIU8Ls,Dive,Ed Sheeran,32403
2017-07-01,83,7j4IOedQQtMpSHEvyXZsHI,ILYSB - STRIPPED,LANY,31831
2017-07-01,84,5QVuf1MpdzFtFoJGwcKosa,Stay - On the Wings of Love Teleserye Theme,Daryl Ong,31290
2017-07-01,85,6XmskR1cMfgys1W7dExmgi,With a Smile (feat. Kelly Badon),South Border,31082
2017-07-01,86,1lntL1cI2UIWlxjL5QiN8g,The Other,Lauv,30985
2017-07-01,87,7hDc8b7IXETo14hHIHdnhd,Passionfruit,Drake,30949
2017-07-01,88,1VvFtp71ibaXiHxurBlXuw,Before I Let You Go,Freestyle,30466
2017-07-01,89,0MqkYdGBzHx7lnaFvo7doR,Para Sa Akin,Sitti,30407
2017-07-01,90,1A40ESJJPEEJrqjC9BUO2B,So Slow,Freestyle,30261
2017-07-01,91,39V6cEoNFwDFRJEOKyj4OR,Let Me Be the One,Julie Anne San Jose,29854
2017-07-01,92,7q8jJ1XZEliBakZSUMFde5,Stay With You,Cheat Codes,29714
2017-07-01,93,2S80c51YXgJQhkhX603fMA,Prinsesa,6cyclemind,29606
